pid,file_size_bytes,file_exists
POST00002012,27785239,True
POST00002570,12390308,True
POST00000417,5812565,True
POST00002748,8609360,True
POST00001254,16542705,True
POST00001183,15748292,True
POST00003553,22482500,True
POST00001400,3161177,True
POST00000591,8734750,True
POST00002943,13206811,True
POST00002964,15356146,True
POST00002910,16980654,True
POST00000231,14759488,True
POST00001073,11416468,True
POST00000068,3990952,True
POST00000971,8936126,True
POST00000883,8226870,True
POST00000558,1098324,True
POST00003084,18953588,True
POST00000482,4816986,True
POST00001860,3132542,True
POST00000476,3205640,True
POST00001297,3976480,True
POST00002853,5799198,True
POST00002337,5035077,True
POST00002331,2403749,True
POST00003988,8121062,True
POST00000348,8298813,True
POST00001772,1061786,True
POST00002117,1670446,True
POST00000234,3055040,True
POST00001538,1692007,True
POST00001001,967484,True
POST00000216,3423265,True
POST00002852,1428775,True
POST00000597,1664259,True
POST00002585,1291302,True
POST00002834,2011276,True
POST00000114,732477,True
POST00002246,5593178,True
POST00003869,466368,True
POST00003346,994370,True
POST00003708,2269412,True
POST00002755,5061044,True
POST00000534,2729152,True
POST00000598,750218,True
POST00000556,9589018,True
POST00000559,1784639,True
POST00000525,10041184,True
POST00000526,12091898,True
POST00000537,4107317,True
POST00000545,18976294,True
POST00000602,2128534,True
POST00000512,902288,True
POST00000509,9434306,True
POST00000600,12081645,True
POST00003969,5105166,True
POST00002381,1278559,True
POST00000383,13691877,True
POST00003415,7579218,True
POST00003693,2823382,True
POST00000081,2158182,True
POST00003164,15589355,True
POST00003870,4253282,True
POST00000105,1382281,True
POST00003006,1898200,True
POST00002236,10127744,True
POST00002818,1389501,True
POST00002808,2193723,True
POST00002930,4932001,True
POST00000196,6634008,True
POST00001520,10434521,True
POST00000641,12077067,True
POST00000532,2586589,True
POST00000607,974858,True
POST00000564,7962409,True
POST00000513,874800,True
POST00000652,1278648,True
POST00000577,958387,True
POST00000563,15778542,True
POST00000590,12250574,True
POST00000601,10283376,True
POST00000642,1167868,True
POST00000622,8316289,True
POST00003942,59977923,True
POST00001862,918291,True
POST00002953,449539,True
POST00003896,2084803,True
POST00002047,283454,True
POST00003225,1307208,True
POST00003010,1307380,True
POST00002499,2108587,True
POST00003107,2380445,True
POST00003519,315546,True
POST00000868,760152,True
POST00002547,5954264,True
POST00003980,861879,True
POST00002554,1489949,True
POST00000970,28356429,True
POST00003772,11008565,True
POST00000255,6980421,True
POST00003163,2169198,True
POST00003793,3952722,True
POST00001674,846892,True
POST00000358,2173571,True
POST00002727,9172105,True
POST00000057,4057531,True
POST00000293,7025555,True
POST00000016,965915,True
POST00000265,3329871,True
POST00000104,551692,True
POST00000147,1846284,True
POST00000956,3224572,True
POST00000861,3485948,True
POST00003237,14381245,True
POST00003472,1212346,True
POST00002924,817331,True
POST00003987,32535261,True
POST00003316,10297057,True
POST00002231,1683350,True
POST00003927,4120216,True
POST00002333,1540157,True
POST00003406,8814643,True
POST00003436,30698660,True
POST00000666,3815435,True
POST00002228,1310981,True
POST00001831,4670884,True
POST00001755,7552437,True
POST00003154,2420143,True
POST00000055,579886,True
POST00003865,2259599,True
POST00001808,482239,True
POST00001481,8497478,True
POST00003174,1917450,True
POST00002732,7895712,True
POST00001723,1598641,True
POST00001880,1407244,True
POST00003194,2502849,True
POST00001555,4523808,True
POST00001079,709908,True
POST00003076,2165794,True
POST00001668,714637,True
POST00003306,1827972,True
POST00001891,9206327,True
POST00003518,18205780,True
POST00003569,2284758,True
POST00002876,10880557,True
POST00000444,5382663,True
POST00001871,3583732,True
POST00001610,1114474,True
POST00001633,13861594,True
POST00001818,11808982,True
POST00001265,10610549,True
POST00001170,2508896,True
POST00002568,503716,True
POST00001802,6988738,True
POST00003158,1582762,True
POST00003821,3236828,True
POST00000906,5254556,True
POST00002081,3299808,True
POST00003867,8688141,True
POST00003953,8754122,True
POST00000673,2692326,True
POST00000311,5986032,True
POST00002327,893811,True
POST00003308,1238397,True
POST00003580,1347738,True
POST00003756,1673575,True
POST00000940,5017018,True
POST00003145,7337799,True
POST00002722,2046375,True
POST00003915,45765549,True
POST00003636,5165634,True
POST00000481,5028064,True
POST00002828,20283629,True
POST00003747,5710490,True
POST00001311,7076834,True
POST00003800,16509818,True
POST00002611,14018053,True
POST00002875,138549545,True
POST00001439,6652871,True
POST00002144,37742179,True
POST00003974,5010856,True
POST00002276,21182261,True
POST00003984,1630969,True
POST00000717,13787595,True
POST00003728,15495805,True
POST00001351,2380026,True
POST00002464,1127503,True
POST00001081,394743,True
POST00002678,5408492,True
POST00003268,2067195,True
POST00001552,568732,True
POST00002032,24326499,True
POST00000323,5844801,True
POST00003083,1733639,True
POST00003656,1730297,True
POST00002604,2982889,True
POST00002912,2688543,True
POST00001094,3204820,True
POST00002774,2832581,True
POST00002827,4189501,True
POST00003902,10839686,True
POST00003720,10950831,True
POST00000478,1056198,True
POST00003699,14805975,True
POST00000667,1543293,True
POST00002041,1611764,True
POST00001368,1593982,True
POST00001778,2696387,True
POST00000112,240867,True
POST00003612,8254605,True
POST00003159,262210,True
POST00002775,2806478,True
POST00000857,6060806,True
POST00003334,4923530,True
POST00001098,6044371,True
POST00001635,12560348,True
POST00000472,1017734,True
POST00000663,1408467,True
POST00000062,3015240,True
POST00002028,1213774,True
POST00000809,758327,True
POST00002602,4555580,True
POST00003432,1642586,True
POST00001327,8277205,True
POST00003950,4917789,True
POST00003293,1827661,True
POST00003376,995452,True
POST00003349,9799731,True
POST00002773,9126743,True
POST00001322,215497,True
POST00003323,3605926,True
POST00003633,1752656,True
POST00003994,4162612,True
POST00002674,7865373,True
POST00002315,2608097,True
POST00002384,6722302,True
POST00001374,185559,True
POST00000470,2311942,True
POST00003882,1578354,True
POST00003501,4970788,True
POST00002258,649702,True
POST00000477,2577306,True
POST00003761,4587549,True
POST00003425,2082961,True
POST00001133,1429049,True
POST00002625,2604078,True
POST00002487,20239139,True
POST00003115,21800653,True
POST00001432,22825167,True
POST00001859,1246613,True
POST00002374,796832,True
POST00001373,799818,True
POST00001244,1151073,True
POST00001027,2203553,True
POST00001052,3919726,True
POST00001136,4763139,True
POST00003796,3159809,True
POST00003412,5699521,True
POST00001016,13798701,True
POST00001056,3277191,True
POST00000999,5403779,True
POST00001127,14302881,True
POST00001003,4162220,True
POST00001153,3944121,True
POST00002685,5750436,True
POST00000818,3773084,True
POST00000880,4275909,True
POST00001653,25025062,True
POST00001147,18813019,True
POST00002068,12195959,True
POST00003298,27278027,True
POST00001370,1769873,True
POST00001103,3290538,True
POST00001186,6062302,True
POST00001091,44579331,True
POST00003276,2502917,True
POST00000985,5210404,True
POST00002607,2138424,True
POST00000645,2350677,True
POST00002208,11428724,True
POST00000337,1548328,True
POST00003585,16138538,True
POST00001446,2060825,True
POST00001093,5931159,True
POST00001012,2139147,True
POST00003575,1820892,True
POST00002429,594811,True
POST00002290,4434926,True
POST00003433,5591384,True
POST00003311,1716186,True
POST00002427,1393217,True
POST00002071,2950732,True
POST00000725,1831463,True
POST00002465,1902160,True
POST00002086,753110,True
POST00003578,1503482,True
POST00002393,1732467,True
POST00000967,2758726,True
POST00002854,5511182,True
POST00002096,18300377,True
POST00000918,2927816,True
POST00000654,1290232,True
POST00000659,1573533,True
POST00000631,1037029,True
POST00003020,52354077,True
POST00003837,2959684,True
POST00003686,5833992,True
POST00003128,8154348,True
POST00002985,2382809,True
POST00003784,8825497,True
POST00003754,574876,True
POST00001800,400168,True
POST00000260,4689054,True
POST00002186,1004030,True
POST00003137,1419649,True
POST00002411,2992868,True
POST00002399,4634872,True
POST00003649,6097350,True
POST00000132,3680075,True
POST00001263,817431,True
POST00002221,2784522,True
POST00001036,3258080,True
POST00003674,3150824,True
POST00002062,2806415,True
POST00000691,3667932,True
POST00001643,1421169,True
POST00002126,3853152,True
POST00000801,601985,True
POST00001648,7576518,True
POST00002247,3647455,True
POST00001097,4083877,True
POST00003177,1567163,True
POST00000942,18749672,True
POST00003608,17608416,True
POST00001348,3394450,True
POST00001586,3462041,True
POST00000715,6232983,True
POST00001791,2243829,True
POST00003414,5661593,True
POST00000242,2887582,True
POST00001478,1314488,True
POST00000772,12508208,True
POST00002193,10508362,True
POST00002609,6143350,True
POST00002472,17837520,True
POST00000640,1987695,True
POST00003062,3533366,True
POST00000334,925673,True
POST00002909,3047176,True
POST00000514,1193128,True
POST00000552,1445136,True
POST00003457,14900258,True
POST00003818,3539583,True
POST00003905,968109,True
POST00001125,1715227,True
POST00001264,173574,True
POST00001638,8852093,True
POST00001901,6996365,True
POST00001607,3006659,True
POST00001179,1950624,True
POST00002600,1957017,True
POST00002100,1021484,True
POST00002835,3809030,True
POST00003829,1973004,True
POST00000796,556239,True
POST00003511,414098,True
POST00001048,1749142,True
POST00000093,1614382,True
POST00002035,2419153,True
POST00002618,2881301,True
POST00003418,3124528,True
POST00003734,1960531,True
POST00001823,14357242,True
POST00002445,1444748,True
POST00001428,6815303,True
POST00000548,6515020,True
POST00002745,1219453,True
POST00003677,6819207,True
POST00000387,2376845,True
POST00001559,1472105,True
POST00001413,21835488,True
POST00001024,1807148,True
POST00001213,1693359,True
POST00001253,2232255,True
POST00001075,6550554,True
POST00000981,2583729,True
POST00003889,900859,True
POST00003386,9174041,True
POST00003327,4760065,True
POST00000288,1424508,True
POST00001367,4182171,True
POST00001349,1834487,True
POST00000066,648436,True
POST00003961,11433396,True
POST00003226,1865402,True
POST00003559,7229038,True
POST00002938,8979746,True
POST00001981,2391508,True
POST00001669,959922,True
POST00001685,3985798,True
POST00003205,3062190,True
POST00000531,3896120,True
POST00002645,4268446,True
POST00003548,2061275,True
POST00000161,2286559,True
POST00000137,4459827,True
POST00000549,3612871,True
POST00000871,2511929,True
POST00001034,2486140,True
POST00001106,3285849,True
POST00003741,7642941,True
POST00003893,17662181,True
POST00000404,1246340,True
POST00001954,1815630,True
POST00000153,1217554,True
POST00000165,6330392,True
POST00003091,4116950,True
POST00000063,2631510,True
POST00000230,5194484,True
POST00000106,987268,True
POST00002255,1556417,True
POST00001483,4172814,True
POST00002958,6358298,True
POST00000795,6394589,True
POST00001797,2823137,True
POST00000629,3749562,True
POST00002583,4267002,True
POST00003725,2390142,True
POST00002116,802084,True
POST00002789,26997662,True
POST00000813,1085933,True
POST00003022,6230812,True
POST00000826,2258877,True
POST00002448,10920957,True
POST00001938,16847788,True
POST00003663,4308429,True
POST00000164,17877874,True
POST00000684,6906623,True
POST00000224,10453506,True
POST00003362,1838217,True
POST00000011,4523350,True
POST00001814,4320082,True
POST00001083,16711865,True
POST00003759,9022147,True
POST00002005,2204495,True
POST00000089,3255419,True
POST00001066,10550066,True
POST00000937,4421730,True
POST00002064,1592463,True
POST00001540,5129495,True
POST00003338,3020180,True
POST00001410,1684574,True
POST00000434,5094843,True
POST00000059,8366271,True
POST00003638,19005383,True
POST00001980,1873675,True
POST00002692,19124341,True
POST00003958,2658073,True
POST00001416,3540825,True
POST00000800,3361535,True
POST00001004,3748092,True
POST00001059,4616478,True
POST00003660,27906496,True
POST00002668,5919027,True
POST00000273,18157928,True
POST00000510,3267708,True
POST00003260,18862785,True
POST00000322,4321609,True
POST00000665,9974468,True
POST00001107,3441271,True
POST00001171,4662710,True
POST00000835,5591571,True
POST00000381,4885787,True
POST00001102,2516194,True
POST00001095,3025808,True
POST00000617,6049407,True
POST00002762,10331963,True
POST00001448,4716925,True
POST00003474,2094345,True
POST00003831,16645521,True
POST00003379,5062500,True
POST00003387,9253168,True
POST00000367,7387259,True
POST00003392,5505772,True
POST00000661,3424113,True
POST00003005,4170514,True
POST00003744,7036857,True
POST00003216,19160479,True
POST00003524,5825438,True
POST00000364,7855865,True
POST00000776,14042730,True
POST00003812,2197760,True
POST00000770,3103902,True
POST00001548,11223460,True
POST00002830,7647656,True
POST00003835,8925739,True
POST00003116,1027121,True
POST00002657,2207453,True
POST00003294,1491240,True
POST00002328,5120586,True
POST00001257,2213518,True
POST00001700,22496103,True
POST00002240,4093780,True
POST00001876,7396331,True
POST00001544,23147958,True
POST00003212,10204610,True
POST00003610,15419635,True
POST00000009,11028882,True
POST00003855,35318356,True
POST00001262,12781814,True
POST00003373,10741383,True
POST00002434,6531095,True
POST00003240,16948877,True
POST00001303,7837840,True
POST00002018,2696759,True
POST00001741,2536954,True
POST00000046,1637314,True
POST00001487,5692477,True
POST00003813,1443859,True
POST00000149,4877780,True
POST00002783,10901738,True
POST00003428,20524887,True
POST00000746,9692394,True
POST00001345,5774125,True
POST00001191,11654962,True
POST00001849,535894,True
POST00000979,2986297,True
POST00001165,5000727,True
POST00001115,13070586,True
POST00001109,19594343,True
POST00001119,16559128,True
POST00003931,6728208,True
POST00003859,13681051,True
POST00000406,9455549,True
POST00002603,11987226,True
POST00001029,18158434,True
POST00002749,5604532,True
POST00003285,7546754,True
POST00000129,2133633,True
POST00001332,2184477,True
POST00000015,7756169,True
POST00000442,16316393,True
POST00000213,25684690,True
POST00002805,2086156,True
POST00000874,2097193,True
POST00001389,7500245,True
POST00003871,10825715,True
POST00001111,7778557,True
POST00003016,4540452,True
POST00001728,5175395,True
POST00003787,19204796,True
POST00003419,3134574,True
POST00002386,2636408,True
POST00003515,1148199,True
POST00003844,8041832,True
POST00000468,6448897,True
POST00002702,44529240,True
POST00000996,47558727,True
POST00001038,11434862,True
POST00001219,11450662,True
POST00000958,9379471,True
POST00003890,20181085,True
POST00000294,10593746,True
POST00003551,11580014,True
POST00003780,31517746,True
POST00000446,7961155,True
POST00000120,610659,True
POST00003320,1852613,True
POST00000998,2929414,True
POST00001738,2275537,True
POST00003178,46402584,True
POST00002450,3832706,True
POST00000797,36731214,True
POST00003200,5788325,True
POST00002156,4500160,True
POST00002545,4934796,True
POST00001858,4454182,True
POST00001677,5182209,True
POST00003669,8183369,True
POST00000731,8101271,True
POST00002770,7268676,True
POST00002314,5769175,True
POST00001162,9459200,True
POST00000627,2387689,True
POST00001148,3827696,True
POST00000951,5170139,True
POST00003331,1894580,True
POST00001000,2920991,True
POST00001189,2098740,True
POST00002619,6299464,True
POST00002553,1176797,True
POST00000087,675765,True
POST00001312,5785425,True
POST00000041,5883914,True
POST00001032,17855690,True
POST00000064,5491078,True
POST00001014,820505,True
POST00000157,1481690,True
POST00002950,5881057,True
POST00002998,13940399,True
POST00000305,1188210,True
POST00001456,4120031,True
POST00000029,4702949,True
POST00003464,7423685,True
POST00003840,13269188,True
POST00000738,8216651,True
POST00002819,8162160,True
POST00001709,14687290,True
POST00000426,9408551,True
POST00001328,24542518,True
POST00001340,6373364,True
POST00000846,8104902,True
POST00002814,1082623,True
POST00000599,5171422,True
POST00001009,1267745,True
POST00003981,16906912,True
POST00001528,7901925,True
POST00003493,15289896,True
POST00002882,8835028,True
POST00003647,4889608,True
POST00003667,8587889,True
POST00000799,4715617,True
POST00003239,7807149,True
POST00003963,22785901,True
POST00003542,14548019,True
POST00000287,5118789,True
POST00001278,1532585,True
POST00000540,1980983,True
POST00000308,977339,True
POST00001915,531125,True
POST00002361,4914307,True
POST00003258,7788914,True
POST00000277,7074700,True
POST00003420,2500137,True
POST00001810,2306883,True
POST00003825,3707606,True
POST00000131,8156569,True
POST00002711,5222224,True
POST00003165,2040425,True
POST00002926,2433765,True
POST00000954,3058418,True
POST00002088,1224490,True
POST00003556,4114073,True
POST00002132,2082595,True
POST00002261,546788,True
POST00002621,12235825,True
POST00000298,722595,True
POST00003364,732755,True
POST00000025,738040,True
POST00001782,5143564,True
POST00001930,2802283,True
POST00000519,1907101,True
POST00000822,2128126,True
POST00000787,1724446,True
POST00000767,28196728,True
POST00000863,4479731,True
POST00003923,2609099,True
POST00000709,3521549,True
POST00002737,16486239,True
POST00000386,3725425,True
POST00002563,816449,True
POST00000253,7176631,True
POST00000660,3393719,True
POST00003937,9583209,True
POST00003336,3873920,True
POST00003374,10032132,True
POST00002502,11162280,True
POST00003459,9720818,True
POST00002653,1661827,True
POST00002136,4404248,True
POST00002833,15894046,True
POST00001727,1719760,True
POST00000297,3490060,True
POST00002495,3548505,True
POST00002141,3422221,True
POST00002890,931810,True
POST00000407,856606,True
POST00001157,2410762,True
POST00001399,1309570,True
POST00002180,4628184,True
POST00001188,2714204,True
POST00003779,16432602,True
POST00002533,37409933,True
POST00000745,2799191,True
POST00002489,2118867,True
POST00001576,9757076,True
POST00003417,14391017,True
POST00000755,44708467,True
POST00000078,3587293,True
POST00002278,3428876,True
POST00002708,5877127,True
POST00002908,4587908,True
POST00000394,671452,True
POST00001436,1880100,True
POST00003989,9526268,True
POST00001511,4249327,True
POST00002021,10059126,True
POST00002241,1161220,True
POST00000275,2049723,True
POST00003726,8019864,True
POST00003877,8273900,True
POST00001271,4025806,True
POST00001100,5744299,True
POST00002754,9092317,True
POST00001131,1655822,True
POST00003995,14935495,True
POST00000300,1479669,True
POST00001719,1705382,True
POST00003611,7429474,True
POST00002336,6780113,True
POST00001737,419010,True
POST00003769,1373061,True
POST00002194,1044938,True
POST00000222,6436836,True
POST00002335,3428001,True
POST00002514,2253558,True
POST00001743,85900,True
POST00003183,124420,True
POST00001792,1775906,True
POST00000307,1684166,True
POST00000031,1615359,True
POST00001074,1259478,True
POST00000245,1557327,True
POST00000429,939434,True
POST00000757,1372872,True
POST00000254,5536907,True
POST00001921,2151911,True
POST00003290,616876,True
POST00002967,408091,True
