pid,pred_blend,popularity
POST00002583,0.0,2.34
POST00002844,10.12763736433151,7.48
POST00001052,0.0,4.14
POST00003972,9.199945495216452,12.41
POST00001301,0.0,6.88
POST00003015,10.4512616807004,10.25
POST00000282,0.0,11.81
POST00002056,0.0,7.89
POST00003476,10.27927970999448,11.22
POST00003401,8.492535926545248,6.6
POST00000498,0.0,9.63
POST00001367,0.0,9.17
POST00002317,0.0,13.21
POST00001047,0.0,3.33
POST00001937,0.0,10.41
POST00002470,0.0,8.15
POST00003797,6.85374197569939,7.39
POST00002198,0.0,7.2
POST00003981,6.685924197157289,2.93
POST00000459,0.0,11.19
POST00002997,8.589073185406178,11.14
POST00001505,0.0,6.26
POST00000130,0.0,8.8
POST00001387,0.0,12.02
POST00002945,4.894664269011483,5.35
POST00000405,0.0,9.45
POST00002878,8.31260114161952,10.5
POST00001753,0.0,5.0
POST00000869,0.0,12.88
POST00000708,0.0,5.61
POST00002747,0.0,8.48
POST00000854,0.0,11.02
POST00000773,0.0,9.24
POST00000573,0.0,7.53
POST00000662,0.0,8.88
POST00001977,0.0,7.47
POST00000396,0.0,2.8
POST00003762,9.406185413702332,7.57
POST00002615,0.0,12.35
POST00001044,0.0,10.46
POST00002950,7.41451584305418,4.57
POST00002255,0.0,9.01
POST00003579,5.71286365125331,4.55
POST00001251,0.0,11.42
POST00001299,0.0,11.1
POST00001508,0.0,7.19
POST00002441,0.0,7.51
POST00003831,9.086420581459254,6.99
POST00003962,10.413181551547844,8.14
POST00000599,0.0,5.91
POST00002592,0.0,8.38
POST00003849,9.417972112021356,11.32
POST00000373,0.0,7.37
POST00003118,8.39693874005906,8.23
POST00001077,0.0,5.69
POST00003685,10.239146979010522,6.13
POST00001599,0.0,8.26
POST00000898,0.0,12.22
POST00002639,0.0,5.59
POST00002612,0.0,9.87
POST00001135,0.0,13.35
POST00001317,0.0,10.62
POST00001427,0.0,12.15
POST00002866,6.705748520640855,8.11
POST00000012,0.0,9.12
POST00003042,9.214048080597731,7.55
POST00002257,0.0,5.37
POST00003103,10.614178831851303,10.48
POST00002111,0.0,10.15
POST00002263,0.0,9.41
POST00001070,0.0,8.9
POST00000698,0.0,9.36
POST00003873,2.6445357836824384,2.17
POST00003932,8.81383674703784,4.62
POST00000264,0.0,2.01
POST00002952,8.370195439377934,7.82
POST00001708,0.0,6.12
POST00002178,0.0,10.5
POST00003583,10.855456060995202,10.68
POST00002144,0.0,11.17
POST00001273,0.0,4.09
POST00001959,0.0,7.15
POST00001481,0.0,12.61
POST00003521,9.987665260253449,11.39
POST00003408,9.630074228283204,9.56
POST00000959,0.0,12.92
POST00003384,9.508791416019124,10.96
POST00000266,0.0,7.62
POST00000619,0.0,10.41
POST00003866,8.094011987828031,7.96
POST00000945,0.0,7.13
POST00000732,0.0,4.52
POST00002163,0.0,12.47
POST00003939,10.152721415409943,10.29
POST00001170,0.0,7.26
POST00000970,0.0,2.04
POST00003414,10.515127717927488,12.2
POST00003343,11.231625805562604,12.26
POST00000407,0.0,1.9
POST00003280,3.95662058959537,3.16
POST00000369,0.0,5.77
POST00002003,0.0,8.33
POST00003829,9.937491098034549,10.3
POST00000294,0.0,4.89
POST00003683,8.134645994374178,9.12
POST00000750,0.0,9.49
POST00001728,0.0,12.97
POST00002661,0.0,4.61
POST00003991,10.499322675005807,10.96
POST00000850,0.0,7.09
POST00002304,0.0,11.46
POST00003373,9.331805269098489,8.18
POST00000591,0.0,5.86
POST00000530,0.0,5.61
POST00002734,0.0,5.67
POST00002723,0.0,7.56
POST00003010,8.966025791009116,10.7
POST00000135,0.0,6.03
POST00000725,0.0,12.22
POST00002370,0.0,8.13
POST00002768,9.750770206380393,7.96
POST00001510,0.0,9.66
POST00003086,5.0515611660721484,3.53
POST00002779,5.394212613516581,3.96
POST00000911,0.0,6.53
POST00001802,0.0,10.05
POST00003742,9.720611518316147,10.77
POST00002824,12.38891817280939,10.62
POST00001045,0.0,12.04
POST00001060,0.0,13.09
POST00003416,4.97559326815886,5.58
POST00003824,9.96720477073597,10.1
POST00000154,0.0,11.15
POST00000179,0.0,4.8
POST00003393,10.574181827170793,9.51
POST00002397,0.0,10.84
POST00002757,0.0,9.92
POST00000915,0.0,3.62
POST00002892,8.68833354177795,8.59
POST00001244,0.0,2.61
POST00003222,3.935669390315538,6.07
POST00000129,0.0,11.36
POST00001700,0.0,13.04
POST00000105,0.0,7.93
POST00000719,0.0,1.79
POST00003537,9.022164417506312,9.31
POST00003587,10.305714461379306,10.55
POST00001048,0.0,9.14
POST00003934,5.146155424643149,7.69
POST00000984,0.0,10.09
POST00001705,0.0,9.28
POST00002063,0.0,12.13
POST00001156,0.0,10.22
POST00002568,0.0,11.64
POST00002863,7.825847666220393,8.2
POST00000787,0.0,7.27
POST00000558,0.0,5.78
POST00003486,10.411873536356126,11.42
POST00000938,0.0,11.46
POST00002531,0.0,5.2
POST00003649,8.919969621755811,9.57
POST00003239,10.27191271106782,11.97
POST00003184,7.805514228186466,4.41
POST00003638,5.557358540948053,4.35
POST00000798,0.0,4.92
POST00002047,0.0,10.69
POST00001993,0.0,6.1
POST00003568,9.13013059583204,7.99
POST00002657,0.0,12.35
POST00001304,0.0,2.49
POST00000092,0.0,9.24
POST00000549,0.0,5.79
POST00000299,0.0,10.5
POST00003737,10.881036828175844,9.65
POST00003143,9.765891020570711,10.04
POST00000069,0.0,9.43
POST00001956,0.0,9.99
POST00000157,0.0,4.06
POST00000425,0.0,9.0
POST00003292,9.775333399080958,11.97
POST00002538,0.0,10.9
POST00003052,7.744510813515502,10.3
POST00000009,0.0,10.59
POST00003044,9.40351046852298,5.84
POST00003277,3.191030900429671,2.14
POST00000146,0.0,11.63
POST00000539,0.0,8.12
POST00003489,9.814151876100684,11.55
POST00002501,0.0,10.68
POST00004000,4.388513664789535,4.51
POST00002981,10.694612480571937,10.2
POST00000825,0.0,4.56
POST00003341,7.431807450390709,9.43
POST00000365,0.0,9.8
POST00003702,8.42391408860775,7.43
POST00003798,6.876027742090464,7.39
POST00001246,0.0,7.69
POST00003883,11.066227587691696,12.46
POST00001999,0.0,11.76
POST00002491,0.0,8.99
POST00003854,7.456288263664447,5.27
POST00002910,9.609563873900317,11.63
POST00001129,0.0,12.34
POST00003164,10.897883265154823,9.64
POST00002232,0.0,9.32
POST00003650,8.634045092445794,10.22
POST00001199,0.0,8.68
POST00001409,0.0,6.07
POST00001578,0.0,12.3
POST00003662,7.721346793510374,5.23
POST00000133,0.0,5.3
POST00003437,6.8613244589168545,4.64
POST00003894,5.937627140830475,8.19
POST00001242,0.0,10.93
POST00003056,6.724641007461456,8.9
POST00000547,0.0,8.74
POST00001930,0.0,9.82
POST00001994,0.0,5.77
POST00002403,0.0,8.15
POST00000486,0.0,11.35
POST00003571,8.375513617598395,8.57
POST00001761,0.0,9.54
POST00001231,0.0,5.23
POST00000109,0.0,9.93
POST00000454,0.0,9.56
POST00000060,0.0,8.86
POST00000658,0.0,3.02
POST00003713,3.7092989949376127,5.11
POST00001711,0.0,4.37
POST00000082,0.0,8.16
POST00001902,0.0,5.92
POST00001844,0.0,12.38
POST00000914,0.0,8.76
POST00000648,0.0,6.32
POST00002192,0.0,9.52
POST00002094,0.0,11.53
POST00001389,0.0,9.01
POST00002417,0.0,10.07
POST00000808,0.0,8.54
POST00003788,8.87755138533248,10.96
POST00002832,8.629090018068219,6.82
POST00001799,0.0,5.71
POST00000564,0.0,11.05
POST00003517,9.39406257349432,11.15
POST00001257,0.0,7.69
POST00000256,0.0,11.07
POST00000079,0.0,4.55
POST00003241,7.621909367100924,5.91
POST00001089,0.0,11.12
POST00000660,0.0,6.56
POST00002835,5.839644375257908,5.29
POST00001709,0.0,6.53
POST00003310,4.569856766026079,2.03
POST00000504,0.0,6.37
POST00000304,0.0,10.83
POST00003779,9.241882073122499,9.81
POST00002724,0.0,6.78
POST00001517,0.0,8.18
POST00000290,0.0,12.0
POST00000521,0.0,6.41
POST00001641,0.0,10.09
POST00001229,0.0,1.74
POST00003154,10.308261652223472,8.97
POST00000336,0.0,10.19
POST00000616,0.0,8.78
POST00000142,0.0,10.47
POST00000546,0.0,12.06
POST00002604,0.0,11.24
POST00002928,9.628568017606199,12.85
POST00003911,10.721175929730006,8.39
POST00003348,10.21414895829151,11.37
POST00000997,0.0,6.0
POST00003447,10.825036601964209,11.04
POST00002188,0.0,5.74
POST00001217,0.0,9.38
POST00002975,8.834734192631108,7.46
POST00002522,0.0,11.0
POST00002166,0.0,5.56
POST00003388,9.663011420979744,8.68
POST00002889,7.736523059556123,5.81
POST00002073,0.0,11.8
POST00003599,7.798265500524453,4.71
POST00002852,10.070255514377157,11.08
POST00000416,0.0,8.46
POST00000942,0.0,8.89
POST00003068,8.588326725410667,11.18
POST00002046,0.0,11.92
POST00000249,0.0,6.43
POST00002142,0.0,9.95
POST00001603,0.0,13.18
POST00000710,0.0,4.69
POST00002999,9.780682607089942,10.34
POST00002564,0.0,12.01
POST00001254,0.0,7.86
POST00002998,7.733720554661208,6.54
POST00003591,10.310566763788183,11.88
POST00002489,0.0,3.61
POST00003045,9.974815219564187,8.75
POST00003560,11.281472044881642,11.43
POST00002631,0.0,11.64
POST00001957,0.0,5.99
POST00002153,0.0,12.39
POST00002552,0.0,10.24
POST00000286,0.0,2.66
POST00000251,0.0,11.84
POST00001386,0.0,5.88
POST00001551,0.0,10.2
POST00000972,0.0,13.22
POST00003113,9.005280953842837,10.4
POST00002259,0.0,6.19
POST00003585,10.892950247595254,10.41
POST00003294,8.395170474216043,8.86
POST00001226,0.0,7.25
POST00002392,0.0,6.46
POST00002340,0.0,6.65
POST00002775,10.800648046582248,10.82
POST00000301,0.0,13.08
POST00001698,0.0,3.16
POST00003087,3.472808397375407,6.94
POST00002898,7.895632123510318,10.64
POST00002210,0.0,9.4
POST00002532,0.0,3.07
POST00003386,9.381119426106007,10.0
POST00003398,11.27328202144657,10.82
POST00003736,9.32451038348138,11.28
POST00003862,7.12653307182174,7.19
POST00001895,0.0,8.25
POST00002665,0.0,5.42
POST00003983,11.120141849173297,12.47
POST00003057,8.707456822205577,11.19
POST00002766,7.9999307415656755,9.28
POST00000741,0.0,5.22
POST00003544,8.077522904835485,7.39
POST00001925,0.0,10.06
POST00003339,7.690861417304733,6.25
POST00001154,0.0,4.5
POST00001834,0.0,10.64
POST00003446,8.987969170851382,6.44
POST00003545,10.800664535167202,8.96
POST00001914,0.0,10.48
POST00001554,0.0,1.41
POST00002776,9.971991589900917,7.48
POST00002127,0.0,9.63
POST00002516,0.0,8.41
POST00001310,0.0,11.37
POST00002382,0.0,13.26
POST00002591,0.0,6.46
POST00002806,9.360369321114746,10.68
POST00000102,0.0,7.01
POST00001340,0.0,3.82
POST00000837,0.0,11.77
POST00000167,0.0,6.09
POST00003039,6.771343782714238,10.54
POST00001002,0.0,10.13
POST00002535,0.0,12.17
POST00000460,0.0,10.22
POST00003027,9.349262239910344,10.42
POST00002780,6.456666644650632,5.48
POST00000538,0.0,9.84
POST00000144,0.0,9.51
POST00000925,0.0,7.22
POST00001582,0.0,2.89
POST00001797,0.0,7.68
POST00001140,0.0,8.54
POST00001101,0.0,9.93
POST00000556,0.0,10.17
POST00002561,0.0,11.3
POST00003580,6.738941261714611,7.63
POST00003046,10.241566463938742,6.71
POST00002912,10.585146282276336,10.34
POST00003792,6.7915761440155995,10.02
POST00000762,0.0,4.96
POST00002794,9.275401552607512,5.94
POST00001468,0.0,10.17
POST00000537,0.0,11.35
POST00002071,0.0,11.68
POST00003769,7.505021294577403,6.67
POST00001606,0.0,9.03
POST00000595,0.0,10.78
POST00001810,0.0,6.76
POST00000361,0.0,6.03
POST00000178,0.0,6.42
POST00000941,0.0,9.57
POST00000283,0.0,7.83
POST00001174,0.0,3.72
POST00001656,0.0,9.22
POST00001997,0.0,2.63
POST00001492,0.0,8.49
POST00000472,0.0,10.73
POST00000968,0.0,10.07
POST00003238,10.532002358550626,12.07
POST00003445,3.0739881669345506,1.48
POST00002484,0.0,9.68
POST00003462,10.93065895871361,8.56
POST00003850,9.089179790004282,10.23
POST00003704,9.733157049769916,10.07
POST00000406,0.0,13.35
POST00002647,0.0,7.5
POST00003838,7.644632174198084,3.98
POST00003400,8.461022237228786,6.66
POST00002874,6.403079834858316,6.73
POST00003150,10.144126655809565,11.89
POST00003718,8.47837160808661,11.55
POST00001901,0.0,9.36
POST00002728,0.0,11.02
POST00003634,9.992533681855983,11.76
POST00000524,0.0,5.89
POST00002280,0.0,10.4
POST00001938,0.0,5.13
POST00001371,0.0,6.32
POST00003759,10.705253848525732,10.89
POST00003480,9.013446536558087,9.46
POST00002381,0.0,9.52
POST00000379,0.0,3.12
POST00000116,0.0,8.8
POST00002175,0.0,8.77
POST00001514,0.0,7.17
POST00001807,0.0,9.59
POST00003707,9.955280856462991,13.0
POST00001920,0.0,1.55
POST00002333,0.0,9.54
POST00000262,0.0,10.38
POST00000686,0.0,5.06
POST00002510,0.0,9.47
POST00003635,10.922175435634973,10.39
POST00001259,0.0,9.29
POST00002301,0.0,1.49
POST00003848,9.02198731438518,10.5
POST00002620,0.0,8.12
POST00002292,0.0,7.91
POST00003923,9.235659839347267,5.65
POST00000453,0.0,7.33
POST00001035,0.0,5.56
POST00000690,0.0,3.33
POST00003047,8.919053250789043,9.52
POST00000702,0.0,4.61
POST00001313,0.0,8.63
POST00000896,0.0,10.48
POST00002503,0.0,5.44
POST00000651,0.0,7.15
POST00003202,8.305410224433572,10.43
POST00003799,10.393352739887044,10.99
POST00001501,0.0,9.48
POST00003722,10.72724106290936,10.78
POST00000026,0.0,8.69
POST00000644,0.0,5.83
POST00003817,9.390177368131438,10.79
POST00002517,0.0,6.29
POST00003550,9.232693429033915,2.43
POST00003359,9.059044989937851,9.79
POST00002481,0.0,4.22
POST00000692,0.0,7.39
POST00002033,0.0,10.44
POST00001604,0.0,1.66
POST00003879,2.919026622085192,1.76
POST00002627,0.0,12.37
POST00003475,8.185742147706385,7.33
POST00001319,0.0,8.67
POST00002193,0.0,7.64
POST00003658,10.503743985081272,11.67
POST00002854,11.022506900199584,10.04
POST00000617,0.0,5.21
POST00001526,0.0,5.33
POST00000064,0.0,6.95
POST00003752,10.836846881928523,12.99
POST00002123,0.0,9.28
POST00001839,0.0,7.5
POST00002972,10.624737478188722,12.49
POST00001983,0.0,8.23
POST00001874,0.0,10.13
POST00003504,10.183736131058783,10.57
POST00002265,0.0,1.22
POST00002704,0.0,12.18
POST00002399,0.0,10.24
POST00000989,0.0,5.67
POST00001973,0.0,6.98
POST00002377,0.0,9.63
POST00002533,0.0,9.46
POST00001739,0.0,10.99
POST00001360,0.0,5.41
POST00000202,0.0,9.59
POST00003350,10.660454186826884,11.73
POST00000561,0.0,11.85
POST00001230,0.0,8.85
POST00000954,0.0,11.1
POST00000254,0.0,8.15
POST00001778,0.0,11.57
POST00002537,0.0,7.71
POST00001295,0.0,8.19
POST00000175,0.0,8.74
POST00003259,10.69680900553932,9.52
POST00002563,0.0,3.4
POST00001811,0.0,9.69
POST00002577,0.0,3.26
POST00003210,10.220286343933658,9.63
POST00002258,0.0,10.99
POST00000519,0.0,12.95
POST00002276,0.0,8.58
POST00000706,0.0,5.28
POST00000397,0.0,4.02
POST00001240,0.0,11.17
POST00002680,0.0,12.19
POST00001586,0.0,10.72
POST00001745,0.0,8.12
POST00002995,7.477928180173215,7.07
POST00000221,0.0,9.03
POST00001084,0.0,11.51
POST00001063,0.0,6.02
POST00002076,0.0,10.02
POST00001113,0.0,2.05
POST00000483,0.0,2.31
POST00002061,0.0,7.04
POST00002886,10.616141445152513,9.89
POST00001080,0.0,5.85
POST00001542,0.0,7.83
POST00000508,0.0,5.82
POST00000605,0.0,6.16
POST00002117,0.0,11.23
POST00002474,0.0,10.14
POST00001100,0.0,9.35
POST00003997,8.698797878410057,11.19
POST00001418,0.0,7.89
POST00003152,9.000783734968005,7.88
POST00001200,0.0,4.93
POST00003490,4.480925780199501,6.86
POST00000904,0.0,8.49
POST00002855,9.524884415773075,9.7
POST00000683,0.0,7.22
POST00002446,0.0,9.98
POST00003250,9.106719875351445,10.04
POST00003218,9.032300693450772,10.36
POST00000734,0.0,1.95
POST00002240,0.0,4.77
POST00003982,9.36416943121974,10.57
POST00003922,9.31190692503288,9.65
POST00000403,0.0,8.95
POST00000931,0.0,5.2
POST00000372,0.0,9.66
POST00001636,0.0,10.95
POST00001502,0.0,13.24
POST00002682,0.0,5.45
POST00002925,2.92013676672408,2.37
POST00001725,0.0,11.69
POST00001413,0.0,11.24
POST00000754,0.0,10.34
POST00002546,0.0,11.36
POST00000320,0.0,10.73
POST00000780,0.0,12.79
POST00001717,0.0,10.81
POST00000727,0.0,5.76
POST00000957,0.0,12.0
POST00000424,0.0,12.02
POST00003167,5.904051275025891,8.34
POST00003547,10.958069717084436,12.72
POST00002069,0.0,10.43
POST00000800,0.0,4.92
POST00003711,9.490358039991355,7.16
POST00003980,8.66671918710874,9.12
POST00001343,0.0,12.96
POST00003197,10.150249197143092,12.12
POST00001646,0.0,5.04
POST00000726,0.0,11.74
POST00002266,0.0,3.39
POST00000246,0.0,3.49
POST00002251,0.0,11.56
POST00003228,8.663618645487393,8.49
POST00003511,8.344394871060738,5.0
POST00000494,0.0,4.31
POST00003525,11.374044960139619,11.48
POST00000313,0.0,10.72
POST00002624,0.0,2.59
POST00002822,7.8147315406360365,11.44
POST00001740,0.0,9.49
POST00002445,0.0,8.85
POST00002746,0.0,11.8
POST00001393,0.0,9.03
POST00001658,0.0,9.04
POST00002497,0.0,3.16
POST00003733,10.713664646976229,9.59
POST00002745,0.0,7.49
POST00000948,0.0,6.78
POST00000112,0.0,2.96
POST00003936,7.65683627210409,5.02
POST00000921,0.0,4.36
POST00000275,0.0,5.66
POST00001469,0.0,13.0
POST00001650,0.0,7.75
POST00001567,0.0,1.44
POST00001579,0.0,5.56
POST00003620,7.9565479041478095,8.22
POST00003534,8.457758187919575,8.11
POST00000795,0.0,6.13
POST00003003,5.734118756329074,3.19
POST00000700,0.0,8.6
POST00001841,0.0,9.85
POST00000164,0.0,2.44
POST00002431,0.0,7.78
POST00002371,0.0,7.94
POST00001694,0.0,9.21
POST00000856,0.0,8.58
POST00000452,0.0,10.2
POST00000559,0.0,10.28
POST00001703,0.0,1.58
POST00001654,0.0,12.43
POST00002471,0.0,11.55
POST00000900,0.0,8.99
POST00003356,9.2779242085454,7.07
POST00003066,8.008664161813378,7.84
POST00001982,0.0,4.79
POST00001018,0.0,8.94
POST00002643,0.0,11.99
POST00001790,0.0,11.43
POST00001879,0.0,9.57
POST00001624,0.0,11.04
POST00001278,0.0,6.79
POST00003190,8.820845967010555,7.98
POST00002385,0.0,12.87
POST00001040,0.0,13.22
POST00002800,9.539136380746315,9.71
POST00001422,0.0,10.57
POST00000511,0.0,4.33
POST00003311,7.959310293189782,12.15
POST00001030,0.0,11.03
POST00002176,0.0,9.27
POST00002896,10.352346354389987,11.87
POST00002807,5.2879310946972735,3.91
POST00001892,0.0,6.83
POST00003172,8.049350287615624,7.37
POST00002464,0.0,2.74
POST00000118,0.0,4.92
POST00001123,0.0,10.69
POST00003774,11.364247811113872,12.83
POST00003018,8.85866860452133,10.52
POST00000066,0.0,7.78
POST00002671,0.0,6.0
POST00001527,0.0,8.91
POST00002586,0.0,3.11
POST00003938,11.049460664639888,8.53
POST00001444,0.0,4.56
POST00002194,0.0,9.47
POST00003323,7.86069902794788,6.34
POST00001332,0.0,10.6
POST00001023,0.0,6.57
POST00002160,0.0,7.69
POST00000929,0.0,10.18
POST00002605,0.0,10.23
POST00003153,9.57285290351971,10.2
POST00003796,3.665739558745587,2.86
POST00003430,10.590099698653503,9.24
POST00001677,0.0,10.08
POST00000764,0.0,7.92
POST00002750,0.0,9.46
POST00003159,9.025211474066833,5.21
POST00000612,0.0,13.06
POST00002359,0.0,6.81
POST00001043,0.0,8.69
POST00001621,0.0,8.98
POST00000949,0.0,12.26
POST00000321,0.0,7.91
POST00001854,0.0,9.36
POST00002103,0.0,9.77
POST00001105,0.0,8.8
POST00000265,0.0,5.81
POST00002273,0.0,3.46
POST00001716,0.0,11.44
POST00001124,0.0,9.23
POST00000888,0.0,6.55
POST00003008,8.53422469574353,10.0
POST00003206,6.879906119411464,5.84
POST00000307,0.0,9.51
POST00000087,0.0,9.21
POST00002509,0.0,3.81
POST00003929,10.68564330868759,8.18
POST00000325,0.0,11.42
POST00000131,0.0,11.2
POST00001774,0.0,12.47
POST00001523,0.0,9.36
POST00000927,0.0,5.51
POST00001545,0.0,6.52
POST00000346,0.0,11.1
POST00003572,10.878226164348561,8.87
POST00003813,8.918886496812013,8.87
POST00001529,0.0,5.72
POST00001820,0.0,2.22
POST00000582,0.0,4.48
POST00000065,0.0,5.36
POST00000786,0.0,9.98
POST00003839,11.564046137497986,13.35
POST00000047,0.0,8.73
POST00000192,0.0,7.8
POST00001276,0.0,3.35
POST00002709,0.0,12.19
POST00001438,0.0,9.54
POST00002009,0.0,10.64
POST00001474,0.0,9.89
POST00003728,7.785063542421873,9.59
POST00003863,3.8038011371017646,2.19
POST00000720,0.0,12.19
POST00003309,5.732742850409894,5.54
POST00000148,0.0,8.26
POST00001450,0.0,6.79
POST00001826,0.0,9.08
POST00002098,0.0,11.26
POST00000348,0.0,6.29
POST00002044,0.0,3.9
POST00001639,0.0,5.22
POST00001949,0.0,6.7
POST00000526,0.0,10.07
POST00002352,0.0,8.04
POST00003976,3.066478466138001,3.46
POST00001607,0.0,9.35
POST00000525,0.0,12.06
POST00002880,4.736928507970818,3.59
POST00001131,0.0,6.36
POST00002186,0.0,6.51
POST00002869,7.980129240624343,10.1
POST00002191,0.0,6.87
POST00002743,0.0,10.72
POST00002042,0.0,13.35
POST00000402,0.0,8.98
POST00001322,0.0,6.48
POST00002536,0.0,10.51
POST00000194,0.0,2.45
POST00003306,10.974363818301098,10.84
POST00003555,8.038480022498712,10.02
POST00000302,0.0,12.03
POST00000671,0.0,5.04
POST00002496,0.0,7.33
POST00001144,0.0,9.7
POST00001712,0.0,10.52
POST00001158,0.0,9.21
POST00002815,8.850548419190222,9.71
POST00001176,0.0,5.14
POST00002053,0.0,2.03
POST00002080,0.0,5.07
POST00003590,7.982341401212101,4.35
POST00002463,0.0,9.67
POST00001066,0.0,6.82
POST00001099,0.0,5.83
POST00001104,0.0,9.83
POST00002791,9.473853468474704,8.08
POST00000596,0.0,10.39
POST00002388,0.0,6.6
POST00000257,0.0,6.09
POST00003853,9.625824821941789,8.76
POST00003942,9.78317184017728,12.48
POST00001308,0.0,11.77
POST00002316,0.0,10.22
POST00000649,0.0,8.44
POST00003011,7.951315008462974,7.99
POST00003529,10.79391068879637,12.74
POST00000587,0.0,2.97
POST00002325,0.0,12.13
POST00003322,8.617767762893694,6.72
POST00001288,0.0,9.93
POST00000250,0.0,7.05
POST00003522,9.234920502437237,8.96
POST00002107,0.0,9.05
POST00001552,0.0,8.56
POST00001270,0.0,7.52
POST00003466,8.407484198539075,5.06
POST00003030,10.685214803910256,7.92
POST00001540,0.0,5.28
POST00001786,0.0,9.71
POST00003925,9.357280894847818,7.8
POST00002195,0.0,8.05
POST00003709,8.414137773226905,10.78
POST00001064,0.0,7.95
POST00003265,8.829534304463207,7.3
POST00003970,9.739332891757757,8.86
POST00002407,0.0,4.0
POST00000930,0.0,3.25
POST00000961,0.0,2.8
POST00000985,0.0,8.11
POST00002249,0.0,10.27
POST00001269,0.0,10.47
POST00002593,0.0,9.88
POST00003910,10.075146301143242,8.76
POST00003007,5.580252205858457,4.17
POST00000995,0.0,7.47
POST00001755,0.0,11.06
POST00003421,9.29371766156437,8.66
POST00001133,0.0,7.99
POST00003588,6.696690146062914,6.84
POST00000050,0.0,6.61
POST00002354,0.0,5.15
POST00000127,0.0,12.74
POST00002344,0.0,13.27
POST00002774,10.3892178988182,10.89
POST00003631,9.058438005846822,9.1
POST00002588,0.0,11.72
POST00000180,0.0,12.14
POST00002525,0.0,12.02
POST00002756,0.0,10.84
POST00003578,9.88729074033203,12.29
